Country Name,Country Code,Region,IncomeGroup,Year,Tourists
Brazil,BRA,Latin America & Caribbean,Upper middle income,2002,3785000.0
Barbados,BRB,Latin America & Caribbean,High income,2002,1021000.0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2002,891000.0
Bhutan,BTN,South Asia,Lower middle income,2002,5599.999905
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2002,1485000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2002,2900.000095
Canada,CAN,North America,High income,2002,44896000.0
Switzerland,CHE,Europe & Central Asia,High income,2002,6868000.0
China,CHN,East Asia & Pacific,Upper middle income,2002,97908000.0
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2002,28000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2002,661000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2002,18899.99962
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2002,126000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2002,1335000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2002,1686000.0
Curacao,CUW,Latin America & Caribbean,High income,2002,545000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2002,1878000.0
Cyprus,CYP,Europe & Central Asia,High income,2002,2495000.0
Germany,DEU,Europe & Central Asia,High income,2002,17969000.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,2002,22500.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2002,208000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2002,3058000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2002,988000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2002,683000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2002,5192000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2002,101000.0
Spain,ESP,Europe & Central Asia,High income,2002,79313000.0
Estonia,EST,Europe & Central Asia,High income,2002,3253000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2002,156000.0
Finland,FIN,Europe & Central Asia,High income,2002,2875000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2002,461000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2002,19100.00038
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2002,269000.0
United Kingdom,GBR,Europe & Central Asia,High income,2002,24180000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2002,298000.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2002,483000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2002,43000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2002,81000.0
Greece,GRC,Europe & Central Asia,High income,2002,14918000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2002,271000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2002,884000.0
Guam,GUM,East Asia & Pacific,High income,2002,1059000.0
Guyana,GUY,Latin America & Caribbean,High income,2002,104000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2002,16566000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2002,788000.0
Croatia,HRV,Europe & Central Asia,High income,2002,41737000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2002,482000.0
Hungary,HUN,Europe & Central Asia,High income,2002,31739000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2002,5033000.0
India,IND,South Asia,Lower middle income,2002,2384000.0
Ireland,IRL,Europe & Central Asia,High income,2002,6476000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2002,1585000.0
Iceland,ISL,Europe & Central Asia,High income,2002,315000.0
Israel,ISR,Middle East & North Africa,High income,2002,862099.9756
Italy,ITA,Europe & Central Asia,High income,2002,63561000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2002,2131000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2002,4677000.0
Japan,JPN,East Asia & Pacific,High income,2002,5239000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2002,3678000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2002,1001000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2002,183000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2002,787000.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2002,119500.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2002,240000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2002,5347000.0
Kuwait,KWT,Middle East & North Africa,High income,2002,2316000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2002,736000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2002,956000.0
Libya,LBY,Middle East & North Africa,Upper middle income,2002,858000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2002,648000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2002,48700.00076
Sri Lanka,LKA,South Asia,Lower middle income,2002,457000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2002,287000.0
Lithuania,LTU,Europe & Central Asia,High income,2002,3999000.0
Luxembourg,LUX,Europe & Central Asia,High income,2002,885000.0
Latvia,LVA,Europe & Central Asia,High income,2002,2297000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2002,11531000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2002,4709000.0
Monaco,MCO,Europe & Central Asia,High income,2002,263000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2002,18000.0
Maldives,MDV,South Asia,Upper middle income,2002,485000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2002,100153000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2002,6000.0
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2002,123000.0
Mali,MLI,Sub-Saharan Africa,Low income,2002,96000.0
Malta,MLT,Middle East & North Africa,High income,2002,1483000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2002,487000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2002,136000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2002,235000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2002,476000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2002,943000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2002,709000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2002,383000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2002,13292000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2002,799000.0
New Caledonia,NCL,East Asia & Pacific,High income,2002,104000.0
Niger,NER,Sub-Saharan Africa,Low income,2002,39000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2002,2046000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2002,579000.0
Netherlands,NLD,Europe & Central Asia,High income,2002,9595000.0
Norway,NOR,Europe & Central Asia,High income,2002,3111000.0
Nepal,NPL,South Asia,Lower middle income,2002,275000.0
New Zealand,NZL,East Asia & Pacific,High income,2002,2045000.0
Oman,OMN,Middle East & North Africa,High income,2002,1112000.0
Pakistan,PAK,South Asia,Lower middle income,2002,498000.0
Panama,PAN,Latin America & Caribbean,High income,2002,800000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2002,1933000.0
Palau,PLW,East Asia & Pacific,High income,2002,59000.0
Poland,POL,Europe & Central Asia,High income,2002,50735000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2002,4364000.0
Portugal,PRT,Europe & Central Asia,High income,2002,11644000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2002,3194000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2002,33000.0
Romania,ROU,Europe & Central Asia,High income,2002,4794000.0
Russian Federation,RUS,Europe & Central Asia,High income,2002,23309000.0
Sudan,SDN,Sub-Saharan Africa,Low income,2002,52000.0
Singapore,SGP,East Asia & Pacific,High income,2002,7567000.0
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2002,885000.0
San Marino,SMR,Europe & Central Asia,High income,2002,3102000.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2002,312000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2002,9199.999809
Slovenia,SVN,Europe & Central Asia,High income,2002,1302000.0
Sweden,SWE,Europe & Central Asia,High income,2002,4276000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2002,1371000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2002,1436000.0
Seychelles,SYC,Sub-Saharan Africa,High income,2002,135000.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2002,4678000.0
Chad,TCD,Sub-Saharan Africa,Low income,2002,32000.0
Togo,TGO,Sub-Saharan Africa,Low income,2002,58000.0
Thailand,THA,East Asia & Pacific,Upper middle income,2002,10873000.0
Tonga,TON,East Asia & Pacific,Upper middle income,2002,45000.0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2002,451000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2002,5064000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,2002,13256000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2002,1299.999952
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2002,575000.0
Uganda,UGA,Sub-Saharan Africa,Low income,2002,254000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,2002,12793000.0
Uruguay,URY,Latin America & Caribbean,High income,2002,1354000.0
United States,USA,North America,High income,2002,64434000.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2002,332000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2002,247000.0
"Venezuela, RB",VEN,Latin America & Caribbean,,2002,590000.0
British Virgin Islands,VGB,Latin America & Caribbean,High income,2002,282000.0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2002,2337000.0
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2002,2628000.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2002,99000.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2002,6550000.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2002,565000.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2002,2041000.0
Aruba,ABW,Latin America & Caribbean,High income,2003,1184000.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2003,107000.0
Albania,ALB,Europe & Central Asia,Upper middle income,2003,557000.0
Andorra,AND,Europe & Central Asia,High income,2003,11601000.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2003,2995000.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2003,206000.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2003,623000.0
Australia,AUS,East Asia & Pacific,High income,2003,4746000.0
Austria,AUT,Europe & Central Asia,High income,2003,19078000.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2003,1038000.0
Burundi,BDI,Sub-Saharan Africa,Low income,2003,74000.0
Belgium,BEL,Europe & Central Asia,High income,2003,6690000.0
Benin,BEN,Sub-Saharan Africa,Lower middle income,2003,850000.0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2003,163000.0
Bangladesh,BGD,South Asia,Lower middle income,2003,245000.0
Bulgaria,BGR,Europe & Central Asia,High income,2003,6241000.0
Bahrain,BHR,Middle East & North Africa,High income,2003,4844000.0
"Bahamas, The",BHS,Latin America & Caribbean,High income,2003,4594000.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2003,165000.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2003,1729000.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2003,999000.0
Bermuda,BMU,North America,High income,2003,483000.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2003,427000.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2003,4133000.0
Barbados,BRB,Latin America & Caribbean,High income,2003,1090000.0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2003,944000.0
Bhutan,BTN,South Asia,Lower middle income,2003,6300.000191
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2003,1592000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2003,5699.999809
Canada,CAN,North America,High income,2003,38903000.0
Switzerland,CHE,Europe & Central Asia,High income,2003,6530000.0
China,CHN,East Asia & Pacific,Upper middle income,2003,91662000.0
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2003,35000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2003,668000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2003,20600.00038
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2003,150000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2003,1514000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2003,1906000.0
Curacao,CUW,Latin America & Caribbean,High income,2003,508000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2003,2113000.0
Cyprus,CYP,Europe & Central Asia,High income,2003,2416000.0
Czechia,CZE,Europe & Central Asia,High income,2003,20108000.0
Germany,DEU,Europe & Central Asia,High income,2003,18399000.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,2003,23200.00076
Dominica,DMA,Latin America & Caribbean,Upper middle income,2003,254000.0
Denmark,DNK,Europe & Central Asia,High income,2003,21119000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2003,3680000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2003,1166000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2003,761000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2003,6044000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2003,80000.0
Spain,ESP,Europe & Central Asia,High income,2003,82326000.0
Estonia,EST,Europe & Central Asia,High income,2003,3378000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2003,180000.0
Finland,FIN,Europe & Central Asia,High income,2003,2601000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2003,451000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2003,18200.00076
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2003,234000.0
United Kingdom,GBR,Europe & Central Asia,High income,2003,24715000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2003,313000.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2003,531000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2003,44000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2003,89000.0
Greece,GRC,Europe & Central Asia,High income,2003,14785000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2003,294000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2003,880000.0
Guam,GUM,East Asia & Pacific,High income,2003,910000.0
Guyana,GUY,Latin America & Caribbean,High income,2003,101000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2003,15537000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2003,887000.0
Croatia,HRV,Europe & Central Asia,High income,2003,42857000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2003,518000.0
Hungary,HUN,Europe & Central Asia,High income,2003,31412000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2003,4467000.0
India,IND,South Asia,Lower middle income,2003,2726000.0
Ireland,IRL,Europe & Central Asia,High income,2003,6764000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2003,1546000.0
Iceland,ISL,Europe & Central Asia,High income,2003,348000.0
Italy,ITA,Europe & Central Asia,High income,2003,63026000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2003,2483000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2003,4600000.0
Japan,JPN,East Asia & Pacific,High income,2003,5212000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2003,3237000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2003,1146000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2003,342000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2003,701000.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2003,130100.0061
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2003,247000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2003,4753000.0
Kuwait,KWT,Middle East & North Africa,High income,2003,2602000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2003,636000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2003,1016000.0
Libya,LBY,Middle East & North Africa,Upper middle income,2003,958000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2003,683000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2003,49000.0
Sri Lanka,LKA,South Asia,Lower middle income,2003,583000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2003,329000.0
Lithuania,LTU,Europe & Central Asia,High income,2003,3635000.0
Luxembourg,LUX,Europe & Central Asia,High income,2003,867000.0
Latvia,LVA,Europe & Central Asia,High income,2003,2524000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2003,11888000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2003,5021000.0
Monaco,MCO,Europe & Central Asia,High income,2003,235000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2003,21000.0
Maldives,MDV,South Asia,Upper middle income,2003,564000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2003,92330000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2003,7199.999809
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2003,158000.0
Mali,MLI,Sub-Saharan Africa,Low income,2003,110000.0
Malta,MLT,Middle East & North Africa,High income,2003,1512000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2003,597000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2003,142000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2003,205000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2003,459000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2003,726000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2003,721000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2003,424000.0
